cx,cy,r,stroke-width,stroke,fill,label
872.0787368336514,284.65961805915805,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
856.5007796951129,314.4893867997295,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
724.4212730870609,294.95565558765367,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
862.6737429168363,280.9916676713909,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1030.3635709556718,257.6190550624499,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
839.7748502412694,194.32341919628283,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
895.6901693274876,307.7239620075733,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
441.62345525783786,292.42848319784247,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
900.7060926264066,245.8213136075655,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
796.7422651687974,324.1017464777343,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
916.7143604652116,285.9887601192168,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
780.6118040782736,248.31201373996674,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
945.3703115115543,258.9718469536364,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
521.9044250405079,263.088840161309,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
882.1315011853472,207.9220098587304,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
731.814988549577,243.60198765108854,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1017.9368919157714,325.1872280554333,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
924.1778806190184,338.6144833341509,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
676.5796116703034,234.56641100280308,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
861.9992803890215,277.29578338132944,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
918.5799322731302,218.88789473182578,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
769.9875336851215,292.87322750747404,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
822.962216137744,315.6589962177287,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
487.7762090835464,209.3924306421447,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
613.8883195398328,184.49148733437775,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
721.5964977887148,232.35825673647065,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
462.7124315985094,185.49226809388796,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
748.9450046962281,242.09947346627752,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
439.3760871691178,275.0823096740645,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
681.6099776444223,270.7404166869058,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
333.1917118459996,181.30106380024424,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
988.5233969842571,271.3119722941366,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1170.8757960847706,285.04505920919996,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
842.7202072513257,222.75846619725226,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1141.2937171146746,305.5500361513208,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
864.414581231893,225.4490493707071,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
802.751541636549,225.7319540535108,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
862.4909229932382,280.9810494951833,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1130.3001341155023,310.4223711870324,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1203.0298382275178,272.8323814387644,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1002.440993748239,290.4377228208162,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
892.5950492802867,261.631410762719,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
829.275743031077,266.3202319701857,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
833.87281520797,183.77070073642736,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
846.4386701985516,284.44876430550875,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
989.070249605002,264.4847072180201,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
965.8769690352899,255.92834264285588,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
747.8169001371758,270.4598854192452,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
864.5545448360175,269.4474593583564,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
606.3475015266401,174.21864049095328,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
984.643985284647,236.49590367808406,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
764.1385985379052,287.83106419004355,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
901.1801114904476,250.2514537022069,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
582.6454096429982,193.09558965978195,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
891.890664327026,284.3630676820136,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
937.4750210221997,230.29137865078937,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
638.564031491674,159.41124630468047,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
715.9826823266492,144.66955121177028,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
811.4288690418941,308.3099980778617,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
766.9616377100215,186.76723292147284,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
784.5579889433151,278.1856794534938,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
970.2886445894146,281.3318829899622,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
943.2850423710003,210.54802963244225,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
672.7563104669938,229.9901789952135,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
688.4470670284933,180.59360663128624,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
625.8799613318557,241.04341427617413,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
688.6182546627917,185.17004517503813,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1037.8435453967788,321.6898866268178,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1052.0813443245484,298.63717536612137,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
871.7206454452219,185.2042026112319,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
920.7069713845456,251.26685425639783,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
705.9640513128294,336.8363813023022,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
948.2167135258456,324.7219687811885,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1076.658520192836,324.6869287394549,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
937.4619146737238,297.29596179420804,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
650.5583837417654,187.62028131275605,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1040.8983169411804,322.97578647151,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
988.691782291143,303.4391653814263,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
824.7644143728118,350.14217799597645,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
697.8162492784735,224.50904062783133,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
967.4517601838212,262.90778576346145,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
939.8420964299364,319.1909931278798,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
1017.907429871431,234.79866404395034,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
977.2098470916466,294.8580175133043,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
808.2607069544988,303.40981357974414,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
724.1406116555221,145.62068609293732,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
667.6500781716311,229.45667957066394,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
649.289060394917,242.22081107825426,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
985.1465966549488,297.2055766730074,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
464.408123434311,250.4438951377249,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
968.1960501424692,212.81034230182846,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
699.2845029794713,177.97473415566168,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
656.3332697689455,256.3088446181572,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
703.0199117786539,264.2003386809946,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
750.1592270729885,263.339009156826,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
503.2195052721452,206.58197461731433,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
728.6486874003455,251.5817564000262,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
696.1437823921544,208.6685462757764,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
595.151698672878,273.7997480755441,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
788.8281262948439,217.83546109445848,2.5,0.5,"rgb(200,200,200)","rgb(230,0,0)",0
54.74794066417867,384.725882844955,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
143.67483246008328,251.1204347134848,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
93.96337645630247,233.80062489332659,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
90.46295060737775,255.84348596740242,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
44.57270988915989,371.3429379605608,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
325.20609440053926,279.96263361984046,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
54.699413673318396,287.73917373104325,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
79.18104895119477,408.617007700675,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
35.22362826537396,333.5788657150032,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
333.4352446119231,291.3209843115988,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
74.03566909371712,262.700977320709,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
49.340846475414764,396.4795672445139,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
41.76804572093356,348.7285110684902,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
29.388246628572507,319.8564781998928,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
98.91885461672555,265.14516332016103,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
142.28225528730627,220.6623454701657,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
75.98537345599384,407.2161368960113,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
52.51970296268187,272.267173810542,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
89.48669192156771,440.57272356358544,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
69.66117211358505,281.15121067940544,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
89.83274453911777,318.1828753502848,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
272.01563430452364,184.47320698999619,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
99.37848992429167,324.58277161578496,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
51.28213435093657,291.79661751854076,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
48.812806793181245,368.748743349528,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
105.2360369262074,253.0915494574775,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
164.53462208383144,241.11011503793983,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
63.69572580004619,369.32299014251674,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
83.28723029442449,420.1058578598478,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
55.98956636987505,325.6709436587959,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
68.23263494525472,351.0321653812084,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
394.7987925713324,256.4639517438127,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
63.17156870257513,352.73174128178727,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
175.44036314044052,254.87073824111332,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
36.14569781894693,337.139473640515,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
70.5463711625899,372.6527478015027,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
94.31095317410659,276.2101238488996,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
47.32957889325958,283.51386682272926,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
42.79139105578506,345.71305818641787,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
67.32751589535056,379.7083602338401,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
60.62429272169875,278.14126099344367,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
39.7929367503044,388.49722233648856,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
43.60441725488435,376.97370379922233,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
59.311762304103055,379.3545492465935,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
59.4557927750523,411.3066966191412,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
35.63123045540724,376.87287649256797,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
129.81176944954527,235.51115240399554,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
93.59426154375119,278.4231515339266,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
132.26322429258698,282.84531515019455,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
180.42900714992862,247.88658962878313,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
55.53069892149974,401.22715694242544,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
121.46288304415762,261.5428087956526,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
164.5501840271291,243.9558111356108,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
52.55472032067796,288.89377580998257,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
0.0,319.06785550051234,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
66.33391586212056,389.7210357721466,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
70.13114888439858,403.13714789533014,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
123.21770975333565,310.83741601868206,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
57.96358028147788,253.13112973947673,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
25.58815303469578,374.5668687358817,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
47.71227663260565,306.66751899988566,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
222.40827595022674,240.5211431067268,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
53.929282374816104,371.96003431359514,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
103.64371199800266,253.85843372099112,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
129.90058930040982,334.7192389060682,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
54.70083520891289,387.29272492620265,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
51.885028722494006,377.4200266945184,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
56.12613252386036,379.58997316118877,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
73.80966254646151,352.7450450249204,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
125.7109836754922,311.5223882869242,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
155.1386836247601,368.11793147090236,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
63.50689989897069,351.84832477278655,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
245.2288806434608,345.74102924846886,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
81.65257474740224,396.4373851234729,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
87.26175578929269,298.4154078589651,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
80.6504443553907,299.6620360193933,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
32.83168008383518,368.3741615680958,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
96.00672793058243,375.3571460681366,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
47.39146238236513,371.4738948706078,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
51.69238184363926,268.37667080198275,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
46.143329672792746,389.04087000983014,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
115.34207137342628,241.2852869715985,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
112.86964528776548,371.1123998869181,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
109.12351985768241,249.39088844583452,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
34.94040497816172,314.84045642528343,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
32.69748472659421,398.413930673065,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
111.12051071269343,320.9693615996656,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
73.86626388464478,269.9563403984645,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
51.223106435557796,402.4935756392231,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
69.49272728020301,407.6854773700902,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
118.03594490717873,283.7864205013569,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
58.24825875092138,408.37002242122844,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
122.40119412043751,216.2267367909335,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
58.85598440053832,385.14809683210603,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
102.15640964758549,443.5829365678557,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
86.9392730118172,431.6806900711742,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
93.07337235153709,261.1821263123137,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
83.72072775635566,426.3898685100933,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
82.82133345608864,416.95741337947055,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
103.58657425468077,409.5138158970494,2.5,0.5,"rgb(200,200,200)","rgb(255,128,51)",1
480.39551998244025,205.29516100808064,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
444.89580276542154,228.92186089227735,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
666.4197917535752,450.7331737826741,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
517.2834511921914,172.1999505109063,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
222.6970428913728,389.09565196442804,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
792.774313124657,302.5855474903128,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
342.80125377621073,162.84681308881508,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
610.091046215971,361.1101007126255,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
588.1984290489252,162.18844041378097,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
229.68644288046852,328.5191960714352,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
223.87938568605583,218.26222681260387,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
422.40001719949487,250.75190982066087,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
649.9444660662426,450.91276964316637,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
499.21781145594343,288.0160238565244,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
644.4256919479172,235.74077224903786,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
136.38163364191922,278.37534855787123,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
681.4188045602866,439.6078155752226,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
414.48310237289104,245.44572970379141,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
427.92672818761923,331.2777835132451,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
369.28077976427005,167.2958059252843,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
523.6733295313634,293.15556917581983,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
562.1257483675174,363.62087349321695,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
481.4617483845864,290.575528944785,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
216.54543510484535,362.50651831960874,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
728.864836522135,268.1498747578438,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
449.78609469526964,263.14959753581377,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
166.07867240316946,148.66936877225,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
673.2024536876745,274.06005739289685,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
608.4939421682618,280.40114060883957,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
628.9140674391696,252.1931610905586,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
245.60710929543183,313.61509977898277,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
687.4951384260654,272.54106303083665,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
619.8253662738049,276.8508685302409,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
709.2541574472647,258.7029390811179,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
207.8436354160429,392.6784346541323,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
557.6693031563801,289.14345373675826,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
699.1678675853275,264.21962638588036,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
399.2160751220996,287.42668499732775,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
604.0452344174543,288.7098510696063,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
671.1934093206962,321.2325328032074,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
384.41030998438066,376.46458103627435,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
547.0229051468958,287.3609539048434,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
368.634621293141,210.34469939937907,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
303.7538462655801,424.6683106388872,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
424.8485576085685,224.67670402882555,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
136.59399381764666,212.87493737974233,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
404.76410078801564,282.7936676428647,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
518.1512074253875,303.95919602738223,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
189.24799858567218,305.0491189008124,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
261.1603454150598,149.4037599609198,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
603.3352009217639,287.44550676259576,2.5,0.5,"rgb(200,200,200)","rgb(255,215,0)",2
